card__link href,card__image src,card__size,card__title,card__button,brand_name,brand_country,brand_description
"https://cigarday.ru/sigary/trinidad/trinidad-cabildos-limited-edition-2024/","","162 мм × 49 RG","Trinidad Cabildos Limited Edition 2024","9 150 ₽","Trinidad","Cuba","Элитный кубинский бренд, созданный в 1969 году. Производит ограниченные серии высококачественных сигар."
"https://cigarday.ru/sigary/la-galera/la-galera-imperial-jade-churchill/","","178 мм × 47 RG","La Galera Imperial Jade Churchill","2 180 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bentley/bentley-white-belicoso/","","152 мм × 52 RG","Bentley White Belicoso","2 850 ₽","Bentley","Dominican Republic","Доминиканский бренд, вдохновленный роскошными автомобилями."
"https://cigarday.ru/sigary/hirochi-robaina/hirochi-robaina-hr-signature-line-toro/","","152 мм × 52 RG","Hirochi Robaina HR Signature Line Toro","3 150 ₽","Hirochi","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-instructora/la-instructora-perfection-invicto/","","146 мм × 56 RG","La Instructora Perfection Invicto","2 930 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/hirochi-robaina/hirochi-robaina-hr-signature-line-sublime/","","165 мм × 54 RG","Hirochi Robaina HR Signature Line Sublime","3 150 ₽","Hirochi","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-instructora/la-instructora-delicado-presidente/","","190 мм × 50 RG","La Instructora Delicado Presidente","3 680 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/total-flame/total-flame-geroy-toro-gordo/","","152 мм × 60 RG","Total Flame Geroy Toro Gordo","3 750 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/diamond-crown/diamond-crown-maximus-churchill-2/","","178 мм × 50 RG","Diamond Crown Maximus Churchill №2","5 550 ₽","Diamond Crown","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-original-consul/","","114 мм × 52 RG","Joya De Nicaragua Clasico Original Consul","1 740 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bentley/bentley-green-toro/","","152 мм × 52 RG","Bentley Green Toro","2 780 ₽","Bentley","Dominican Republic","Доминиканский бренд, вдохновленный роскошными автомобилями."
"https://cigarday.ru/sigary/great-wall/great-wall-tutor-2-robusto/","","124 мм × 50 RG","Great Wall Tutor № 2 Robusto","1 858 ₽","Great Wall","China","Китайский бренд, производящий сигары с восточными традициями."
"https://cigarday.ru/sigary/vegafina/vegafina-classic-piramide/","","153 мм × 50 RG","VegaFina Classic Piramide","2 020 ₽","Vegafina","Dominican Republic","Доминиканский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/la-instructora/la-instructora-delicado-toro/","","152 мм × 50 RG","La Instructora Delicado Toro","2 700 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/diamond-crown/diamond-crown-classic-torpedo-8-natural/","","127 мм × 58 RG","Diamond Crown Classic Torpedo №8 Natural","4 500 ₽","Diamond Crown","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/trinidad/trinidad-cabildos-limited-edition-2024/","https://cigarday.ru/images/cms/thumbs/edb1b27464ce4d5cc29b0ff1d3ce322b74304a5c/trinidad_cabildos_limited_edition_20241_auto_56_png_5_80.png","162 мм × 49 RG","Trinidad Cabildos Limited Edition 2024","9 150 ₽","Trinidad","Cuba","Элитный кубинский бренд, созданный в 1969 году. Производит ограниченные серии высококачественных сигар."
"https://cigarday.ru/sigary/la-galera/la-galera-imperial-jade-churchill/","https://cigarday.ru/images/cms/thumbs/34ee35a2b7aa043697077867dbd10bc3c63f3339/la_galera_imperial_jade_churchill_auto_56_png_5_80.png","178 мм × 47 RG","La Galera Imperial Jade Churchill","2 180 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bentley/bentley-white-belicoso/","https://cigarday.ru/images/cms/thumbs/80bf0086f0cae38f590b343af387397e72b7cf7f/bentley_white_belicoso_auto_56_png_5_80.png","152 мм × 52 RG","Bentley White Belicoso","2 850 ₽","Bentley","Dominican Republic","Доминиканский бренд, вдохновленный роскошными автомобилями."
"https://cigarday.ru/sigary/hirochi-robaina/hirochi-robaina-hr-signature-line-toro/","https://cigarday.ru/images/cms/thumbs/c87250ee421eab09f057bd72454a4e8da820b2c2/hirochi_robaina_hr_signature_line_toro_auto_56_png_5_80.png","152 мм × 52 RG","Hirochi Robaina HR Signature Line Toro","3 150 ₽","Hirochi","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-instructora/la-instructora-perfection-invicto/","https://cigarday.ru/images/cms/thumbs/ef66354acb707927210dbe5265ba0600e7c19a86/la_instructora_perfection_invicto_auto_56_png_5_80.png","146 мм × 56 RG","La Instructora Perfection Invicto","2 930 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/hirochi-robaina/hirochi-robaina-hr-signature-line-sublime/","https://cigarday.ru/images/cms/thumbs/9cd00d37d0ddef728d1468d989fce86b887dc362/hirochi_robaina_hr_signature_line_sublime_auto_56_png_5_80.png","165 мм × 54 RG","Hirochi Robaina HR Signature Line Sublime","3 150 ₽","Hirochi","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-instructora/la-instructora-delicado-presidente/","https://cigarday.ru/images/cms/thumbs/34c7071cb8b3330f8044f3ae5387c7a496950d10/la_instructora_delicado_presidente_auto_56_png_5_80.png","190 мм × 50 RG","La Instructora Delicado Presidente","3 680 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/total-flame/total-flame-geroy-toro-gordo/","https://cigarday.ru/images/cms/thumbs/b921213eff4737ae0f14abfa928ea048f19abee1/geroy_toro_gordo_auto_56_png_5_80.png","152 мм × 60 RG","Total Flame Geroy Toro Gordo","3 750 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/diamond-crown/diamond-crown-maximus-churchill-2/","https://cigarday.ru/images/cms/thumbs/034edbfabbbe1a47ae8c73c5a8606c2a1af02dc8/diamond_crown_maximus_churchill_2_auto_56_png_5_80.png","178 мм × 50 RG","Diamond Crown Maximus Churchill №2","5 550 ₽","Diamond Crown","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-original-consul/","https://cigarday.ru/images/cms/thumbs/7260b04df46548b4c971115b6929778feac4057b/joya_de_nicaragua_clasico_original_robusto_auto_56_png_5_80.png","114 мм × 52 RG","Joya De Nicaragua Clasico Original Consul","1 740 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bentley/bentley-green-toro/","https://cigarday.ru/images/cms/thumbs/cf9455e2269c1cd678dab61cab949d894606faef/bentley_green_toro_auto_56_png_5_80.png","152 мм × 52 RG","Bentley Green Toro","2 780 ₽","Bentley","Dominican Republic","Доминиканский бренд, вдохновленный роскошными автомобилями."
"https://cigarday.ru/sigary/great-wall/great-wall-tutor-2-robusto/","https://cigarday.ru/images/cms/thumbs/c455a7a7cd01e6f6bcdfe2da49a3cfdf8004dbd9/great_wall_tutor_2_robusto_auto_56_png_5_80.png","124 мм × 50 RG","Great Wall Tutor № 2 Robusto","1 858 ₽","Great Wall","China","Китайский бренд, производящий сигары с восточными традициями."
"https://cigarday.ru/sigary/vegafina/vegafina-classic-piramide/","https://cigarday.ru/images/cms/thumbs/04a2945012c05cd55cf3255752ff699967427f73/vegafina_classic_piramide_auto_56_png_5_80.png","153 мм × 50 RG","VegaFina Classic Piramide","2 020 ₽","Vegafina","Dominican Republic","Доминиканский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/la-instructora/la-instructora-delicado-toro/","https://cigarday.ru/images/cms/thumbs/89ef3f1626691290c776e6b2beb5787e33877c62/la_instructora_delicado_toro_auto_56_png_5_80.png","152 мм × 50 RG","La Instructora Delicado Toro","2 700 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/diamond-crown/diamond-crown-classic-torpedo-8-natural/","https://cigarday.ru/images/cms/thumbs/b83034730e0f38873e5046ad339b8bc41aeca5c8/diamond_crown_classic_torpedo_81_auto_56_png_5_80.png","127 мм × 58 RG","Diamond Crown Classic Torpedo №8 Natural","4 500 ₽","Diamond Crown","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/great-wall/great-wall-gl-no-3-gran-corona/","https://cigarday.ru/images/cms/thumbs/40d559eaf8d9eb40f4b0cb5cb69f26a1b373ed39/great_wall_gl_no_3_gran_corona_auto_56_png_5_80.png","156 мм × 54 RG","Great Wall GL No.3 Gran Corona","3 224 ₽","Great Wall","China","Китайский бренд, производящий сигары с восточными традициями."
"https://cigarday.ru/sigary/vegafina/vegafina-1998-vf46-tube/","https://cigarday.ru/images/cms/thumbs/060222d1803df26b21c5fbf20df0a4595d58681e/vegafina_1998_vf46_tube_auto_56_png_5_80.png","143 мм × 46 RG","VegaFina 1998 VF46 Tube","2 110 ₽","Vegafina","Dominican Republic","Доминиканский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/my-father/my-father-el-centurion-robusto/","https://cigarday.ru/images/cms/thumbs/9b8a2add2e58f3f6be7880a43181417c633f9095/my_father_el_centurion_robusto_auto_56_png_5_80.png","146 мм × 50 RG","My Father El Centurion Robusto","2 250 ₽","My","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/my-father/my-father-fdl-10th-anniversary-limited-edition-2022/","https://cigarday.ru/images/cms/thumbs/dbaf10b74c1a2affedd591c804c9b55e4644a569/my_father_fdl_antillas_10th_anniversary_auto_56_png_5_80.png","165 мм × 52 RG","My Father FDL 10th Anniversary Limited Edition 2022","10 500 ₽","My","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-antano-dark-corojo-la-pesadilla/","https://cigarday.ru/images/cms/thumbs/bdee9e94d10d4645498fcd57d16370c383089488/joya_de_nicaragua_antano_dark_corojo_la_pesadilla_auto_56_png_5_80.png","120 мм × 60 RG","Joya De Nicaragua Antano Dark Corojo La Pesadilla","2 030 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/orishas/orishas-maduros-r52-x-5-1-2-tubos/","https://cigarday.ru/images/cms/thumbs/af9a9a07c0786c3ea745320af0a93c29d05fc36d/orishas_maduros_r52_auto_56_png_5_80.png","140 мм × 52 RG","ORISHAS Maduros R52 x 5 1/2 Tubos","1 630 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-la-volcada1/","https://cigarday.ru/images/cms/thumbs/c8f1d1ab4398ed5da2207a5d6d25cfb8a7f17b50/la_flor_dominicana_volcada_1_auto_56_png_5_80.png","178 мм × 48 RG","La Flor Dominicana La Volcada","3 700 ₽","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/quesada-cigars/casa-magna-colorado-anniversary-xv/","https://cigarday.ru/images/cms/thumbs/f65a7f209db3eb4015c440aefa574389e1ff0f15/casa_magna_colorado_anniversary_xv-min_auto_56_png_5_80.png","152 мм × 54 RG","Casa Magna Colorado Anniversary XV","2 400 ₽","Casa 1910","Mexico","Мексиканский бренд, основанный в 1910 году. Производит сигары с мексиканскими традициями."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-original-no-6/","https://cigarday.ru/images/cms/thumbs/378b7cb72adf43ea5d333369db8de439fa81b8a1/joya_de_nicaragua_clasico_original_no_6_auto_56_png_5_80.png","152 мм × 41 RG","Joya De Nicaragua Clasico Original No. 6","1 600 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/great-wall/great-wall-pig-tail/","","118 мм × 56 RG","Great Wall Pig Tail","1 921 ₽","Great Wall","China","Китайский бренд, производящий сигары с восточными традициями."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-joya-silver-toro/","","152 мм × 52 RG","Joya De Nicaragua Joya Silver Toro","1 890 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/eiroa/eiroa-cbt-maduro-toro-gordo-60-x-6/","","152 мм × 60 RG","Eiroa CBT Maduro Toro Gordo 60 x 6","2 850 ₽","Eiroa","Honduras","Гондурасский бренд, основанный Julio Eiroa. Известен своими традиционными методами производства."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-medio-siglo-no-6/","","152 мм × 41 RG","Joya De Nicaragua Clasico Medio Siglo No. 6","1 600 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-original-toro/","","152 мм × 50 RG","Joya De Nicaragua Clasico Original Toro","1 890 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/cle/c-l-e-connecticut-robusto-50-x-5/","","127 мм × 50 RG","C.L.E. Connecticut Robusto 50 x 5","2 180 ₽","C.L.E.","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-galera/la-galera-maduro-el-lector-toro/","","152 мм × 54 RG","La Galera Maduro El Lector Toro","2 030 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/paradiso/paradiso-elegancia-grandioso/","","152 мм × 60 RG","Paradiso Elegancia Grandioso","2 250 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-reserva-pomposo/","","165 мм × 60 RG","La Aroma del Caribe Reserva Pomposo","2 400 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/asylum/asylum-13-medulla-oblongata-robusto-50-x-5/","","127 мм × 50 RG","Asylum 13 Medulla Oblongata Robusto 50 x 5","2 180 ₽","Asylum","Nicaragua","Никарагуанский бренд, производящий крепкие и интенсивные сигары."
"https://cigarday.ru/sigary/paradiso/paradiso-elegancia-churchill/","","178 мм × 50 RG","Paradiso Elegancia Churchill","2 180 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-reserva-maximo/","","140 мм × 54 RG","La Aroma del Caribe Reserva Maximo","2 250 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-antano-ct-toro/","","152 мм × 50 RG","Joya De Nicaragua Antano CT Toro","2 030 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/plasensia/plasencia-cosecha-149-cortez-figurado/","","146 мм × 56 RG","Plasencia Cosecha 149 Cortez Figurado","2 780 ₽","Plasencia","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bentley/bentley-green-belicoso/","","152 мм × 52 RG","Bentley Green Belicoso","2 850 ₽","Bentley","Dominican Republic","Доминиканский бренд, вдохновленный роскошными автомобилями."
"https://cigarday.ru/sigary/great-wall/great-wall-pig-tail/","https://cigarday.ru/images/cms/thumbs/4cb6b03eeee8208bf506b3fd7775dd652e9a3b94/great_wall_pig_tail_auto_56_png_5_80.png","118 мм × 56 RG","Great Wall Pig Tail","1 921 ₽","Great Wall","China","Китайский бренд, производящий сигары с восточными традициями."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-joya-silver-toro/","https://cigarday.ru/images/cms/thumbs/62617ec39ec9791834851f6ec38e5c8823d9ef50/joya_de_nicaragua_joya_silver_toro1_auto_56_png_5_80.png","152 мм × 52 RG","Joya De Nicaragua Joya Silver Toro","1 890 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/eiroa/eiroa-cbt-maduro-toro-gordo-60-x-6/","https://cigarday.ru/images/cms/thumbs/9ce8ef1c30f2aa532a1b6ef4da2026f3728d804e/eiroa_cbt_maduro_toro_gordo_auto_56_png_5_80.png","152 мм × 60 RG","Eiroa CBT Maduro Toro Gordo 60 x 6","2 850 ₽","Eiroa","Honduras","Гондурасский бренд, основанный Julio Eiroa. Известен своими традиционными методами производства."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-medio-siglo-no-6/","https://cigarday.ru/images/cms/thumbs/fb8257e130c16ff02348e790a79fffb38d515ffa/joya_de_nicaragua_clasico_medio_siglo_no_6_auto_56_png_5_80.png","152 мм × 41 RG","Joya De Nicaragua Clasico Medio Siglo No. 6","1 600 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-clasico-original-toro/","https://cigarday.ru/images/cms/thumbs/1c2fd682be51c09fdba78c4eb6b4858fbe5b5c50/joya_de_nicaragua_clasico_original_toro_auto_56_png_5_80.png","152 мм × 50 RG","Joya De Nicaragua Clasico Original Toro","1 890 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/cle/c-l-e-connecticut-robusto-50-x-5/","https://cigarday.ru/images/cms/thumbs/8401657405dc9a5352c42853ca1a7512ce2c0393/cle_connecticut_robusto_auto_56_png_5_80.png","127 мм × 50 RG","C.L.E. Connecticut Robusto 50 x 5","2 180 ₽","C.L.E.","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-galera/la-galera-maduro-el-lector-toro/","https://cigarday.ru/images/cms/thumbs/184871bb813e02dba321f4e8eea5c13376b84852/la_galera_maduro_el_lector_toro_auto_56_png_5_80.png","152 мм × 54 RG","La Galera Maduro El Lector Toro","2 030 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/paradiso/paradiso-elegancia-grandioso/","https://cigarday.ru/images/cms/thumbs/77018355dc9ad503d5e845986e40aed1e4c6e2c5/paradiso_elegancia_grandioso_auto_56_png_5_80.png","152 мм × 60 RG","Paradiso Elegancia Grandioso","2 250 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-reserva-pomposo/","https://cigarday.ru/images/cms/thumbs/ba3c06cf4e11c90be6e73bc6b1aada091a7bfc2b/la_aroma_del_caribe_reserva_pomposo_auto_56_png_5_80.png","165 мм × 60 RG","La Aroma del Caribe Reserva Pomposo","2 400 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/asylum/asylum-13-medulla-oblongata-robusto-50-x-5/","https://cigarday.ru/images/cms/thumbs/880249e665d1a32076f7935fbd34cd27a257fb3d/asylum_13_medulla_oblongata_robusto_auto_56_png_5_80.png","127 мм × 50 RG","Asylum 13 Medulla Oblongata Robusto 50 x 5","2 180 ₽","Asylum","Nicaragua","Никарагуанский бренд, производящий крепкие и интенсивные сигары."
"https://cigarday.ru/sigary/paradiso/paradiso-elegancia-churchill/","https://cigarday.ru/images/cms/thumbs/e7aa10ec9ae13c8ff99154f2b6900bd6dce414c9/paradiso_elegancia_churchill_auto_56_png_5_80.png","178 мм × 50 RG","Paradiso Elegancia Churchill","2 180 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-reserva-maximo/","https://cigarday.ru/images/cms/thumbs/d5ae362921d12b3214f790ebf7ba77945ae2e231/la_aroma_del_caribe_reserva_maximo_auto_56_png_5_80.png","140 мм × 54 RG","La Aroma del Caribe Reserva Maximo","2 250 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-antano-ct-toro/","https://cigarday.ru/images/cms/thumbs/1d3e94a66ed805fd764efb92cc9a57a962abdf0c/joya_de_nicaragua_antano_ct_toro_auto_56_png_5_80.png","152 мм × 50 RG","Joya De Nicaragua Antano CT Toro","2 030 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/plasensia/plasencia-cosecha-149-cortez-figurado/","https://cigarday.ru/images/cms/thumbs/c08a592d170dc88aac95fb9b6f41961639333361/plasencia_cosecha_149_cortez_figurado_auto_56_png_5_80.png","146 мм × 56 RG","Plasencia Cosecha 149 Cortez Figurado","2 780 ₽","Plasencia","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bentley/bentley-green-belicoso/","https://cigarday.ru/images/cms/thumbs/3a5d9da7805e2bcc4f9db48e8c6e256db3c3ca91/bentley_green_belicoso_auto_56_png_5_80.png","152 мм × 52 RG","Bentley Green Belicoso","2 850 ₽","Bentley","Dominican Republic","Доминиканский бренд, вдохновленный роскошными автомобилями."
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-pasion-encanto/","https://cigarday.ru/images/cms/thumbs/1300edd012d261342036b3f488814e2cc1917699/la_aroma_del_caribe_pasion_encanto_auto_56_png_5_80.png","152 мм × 60 RG","La Aroma del Caribe Pasion Encanto","2 550 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/joya-de-nicaragua/joya-de-nicaragua-clasico-medio-siglo-toro/","https://cigarday.ru/images/cms/thumbs/86f5b777657d3606926c1de99d322e6a0967edfe/joya_de_nicaragua_clasico_medio_siglo_toro_auto_56_png_5_80.png","152 мм × 50 RG","Joya De Nicaragua Clasico Medio Siglo Toro","1 890 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-pasion-robusto/","https://cigarday.ru/images/cms/thumbs/3921b672367c5a4869adc5cf9e97d4886fa1d271/la_aroma_del_caribe_pasion_robusto_auto_56_png_5_80.png","139 мм × 52 RG","La Aroma del Caribe Pasion Robusto","2 250 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-rosalones-rr650/","https://cigarday.ru/images/cms/thumbs/2ac26414a25cc1e29b5f51704adb9e295174167d/rs650_auto_56_png_5_80.png","152 мм × 50 RG","Joya de Nicaragua Rosalones Reserva RR650","1 670 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-cl-sico-medio-siglo-robusto/","https://cigarday.ru/images/cms/thumbs/0bdd07fe44ed53ed27c1f3648fba030e013cf05d/joya_de_nicaragua_clasico_medio_siglo_robusto_auto_56_png_5_80.png","127 мм × 50 RG","Joya De Nicaragua Clasico Medio Siglo Robusto","1 740 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/cle/c-l-e-criollo-toro-54-x-6/","https://cigarday.ru/images/cms/thumbs/6d31515cda9aa4c28b13646b75b43f2a633dd650/c_l_e_criollo_toro_auto_56_png_5_80.png","152 мм × 54 RG","C.L.E. Criollo Toro 54 x 6","2 330 ₽","C.L.E.","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/hirochi-robaina/hirochi-robaina-hr-blue-line-gordo/","https://cigarday.ru/images/cms/thumbs/aa0bb1137e7146cc7a0608718fc179b6cb0148bd/hirochi_robaina_hr_blue_line_gordo_auto_56_png_5_80.png","152 мм × 60 RG","Hirochi Robaina HR Blue Line Gordo","2 630 ₽","Hirochi","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/paradiso/paradiso-elegancia-robusto/","https://cigarday.ru/images/cms/thumbs/9d3160121f35717a3df5dced6445244ec82d6dce/paradiso_elegancia_robusto_auto_56_png_5_80.png","127 мм × 50 RG","Paradiso Elegancia Robusto","2 100 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/asylum/asylum-13-the-ogre-hercule-70-x-7/","https://cigarday.ru/images/cms/thumbs/9b80a272a3a466a17adc34dd3199e0c3503d8824/asylum_13_the_ogre_hercule_auto_56_png_5_80.png","178 мм × 70 RG","Asylum 13 The Ogre Hercule 70 x 7","2 550 ₽","Asylum","Nicaragua","Никарагуанский бренд, производящий крепкие и интенсивные сигары."
"https://cigarday.ru/sigary/asylum/asylum-13-the-ogre-super-goliath-80-x-8/","","203 мм × 80 RG","Asylum 13 The Ogre Super Goliath 80 x 8","3 150 ₽","Asylum","Nicaragua","Никарагуанский бренд, производящий крепкие и интенсивные сигары."
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-edicion-especial-60-toro-grande/","","152 мм × 60 RG","La Aroma del Caribe Edicion Especial № 60 Toro Grande","2 250 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/cle/c-l-e-corojo-perfecto-11-18/","","152 мм × 54 RG","C.L.E. Corojo Perfecto 11/18","2 330 ₽","C.L.E.","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/paradiso/paradiso-monumento/","","184 мм × 49 RG","Paradiso Monumento","2 330 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/quai-d-orsay/quai-d-orsay-imperiales1/","","178 мм × 47 RG","Quai d'Orsay Imperiales","8 400 ₽","Quai d'Orsay","Cuba","Кубинский бренд, созданный в 1973 году специально для французского рынка. Известен своими элегантными сигарами."
"https://cigarday.ru/sigary/eiroa/eiroa-the-first-20-years-diadema/","","203 мм × 48 RG","Eiroa The First 20 Years Diadema","3 750 ₽","Eiroa","Honduras","Гондурасский бренд, основанный Julio Eiroa. Известен своими традиционными методами производства."
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-reserva-romantico/","","175 мм × 50 RG","La Aroma del Caribe Reserva Romantico","2 330 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/cle/c-l-e-25th-anniversary-toro-54-x-6/","","152 мм × 54 RG","C.L.E. 25th Anniversary Toro 54 x 6","3 150 ₽","C.L.E.","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/eiroa/eiroa-cbt-maduro-robusto-50-x-5/","","127 мм × 50 RG","Eiroa CBT Maduro Robusto 50 x 5","2 480 ₽","Eiroa","Honduras","Гондурасский бренд, основанный Julio Eiroa. Известен своими традиционными методами производства."
"https://cigarday.ru/sigary/joya-de-nicaragua/jdn-joya-silver-corona/","","140 мм × 42 RG","Joya De Nicaragua Joya Silver Corona","1 670 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/asylum/asylum-13-the-ogre-toro-gordo-60-x-6/","","152 мм × 60 RG","Asylum 13 The Ogre Toro Gordo 60 x 6","2 330 ₽","Asylum","Nicaragua","Никарагуанский бренд, производящий крепкие и интенсивные сигары."
"https://cigarday.ru/sigary/joya-de-nicaragua/joya-de-nicaragua-clasico-medio-siglo-seleccion-b/","","140 мм × 42 RG","Joya De Nicaragua Clasico Medio Siglo Seleccion B","1 600 ₽","Joya","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-mi-amor-robusto/","","127 мм × 50 RG","La Aroma del Caribe Mi Amor Robusto","2 250 ₽","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/cle/c-l-e-corojo-robusto-50-x-5/","","127 мм × 50 RG","C.L.E. Corojo Robusto 50 x 5","2 180 ₽","C.L.E.","Unknown","Информация о бренде недоступна"
